year,cname,cowcode,ccodewb,creation,reform,direction,increase,decrease,regional,lvau_garriga,lvaw_garriga,cuk_ceo,cuk_obj,cuk_pol,cuk_limlen,lvaw_garriga_diff
1996,Dominican Republic,42,214,0,0,0,0,0,0,0.383,0.371,0.520,0.600,0.083,0.329,1
1997,Dominican Republic,42,214,0,0,0,0,0,0,0.383,0.371,0.520,0.600,0.083,0.329,1
1998,Dominican Republic,42,214,0,0,0,0,0,0,0.383,0.371,0.520,0.600,0.083,0.329,1
1999,Dominican Republic,42,214,0,0,0,0,0,0,0.383,0.371,0.520,0.600,0.083,0.329,1
2000,Dominican Republic,42,214,0,0,0,0,0,0,0.383,0.371,0.520,0.600,0.083,0.329,1
2001,Dominican Republic,42,214,0,0,0,0,0,0,0.383,0.371,0.520,0.600,0.083,0.329,1
2002,Dominican Republic,42,214,0,1,1,1,0,0,0.542,0.611,0.583,0.600,0.250,0.734,1
2003,Dominican Republic,42,214,0,0,0,0,0,0,0.542,0.611,0.583,0.600,0.250,0.734,1
2004,Dominican Republic,42,214,0,0,0,0,0,0,0.542,0.611,0.583,0.600,0.250,0.734,1
2005,Dominican Republic,42,214,0,0,0,0,0,0,0.542,0.611,0.583,0.600,0.250,0.734,1
2006,Dominican Republic,42,214,0,0,0,0,0,0,0.542,0.611,0.583,0.600,0.250,0.734,1
2007,Dominican Republic,42,214,0,0,0,0,0,0,0.542,0.611,0.583,0.600,0.250,0.734,1
2008,Dominican Republic,42,214,0,0,0,0,0,0,0.542,0.611,0.583,0.600,0.250,0.734,1
2009,Dominican Republic,42,214,0,0,0,0,0,0,0.542,0.611,0.583,0.600,0.250,0.734,1
2010,Dominican Republic,42,214,0,0,0,0,0,0,0.542,0.611,0.583,0.600,0.250,0.734,1
2011,Dominican Republic,42,214,0,0,0,0,0,0,0.542,0.611,0.583,0.600,0.250,0.734,1
2012,Dominican Republic,42,214,0,0,0,0,0,0,0.542,0.611,0.583,0.600,0.250,0.734,1
2013,Dominican Republic,42,214,0,0,0,0,0,0,0.542,0.611,0.583,0.600,0.250,0.734,1
2014,Dominican Republic,42,214,0,0,0,0,0,0,0.542,0.611,0.583,0.600,0.250,0.734,1
2015,Dominican Republic,42,214,0,0,0,0,0,0,0.542,0.611,0.583,0.600,0.250,0.734,1
2016,Dominican Republic,42,214,0,0,0,0,0,0,0.542,0.611,0.583,0.600,0.250,0.734,1
2017,Dominican Republic,42,214,0,0,0,0,0,0,0.542,0.611,0.583,0.600,0.250,0.734,1
2018,Dominican Republic,42,214,0,0,0,0,0,0,0.542,0.611,0.583,0.600,0.250,0.734,1
2019,Dominican Republic,42,214,0,0,0,0,0,0,0.542,0.611,0.583,0.600,0.250,0.734,1
2020,Dominican Republic,42,214,0,0,0,0,0,0,0.542,0.611,0.583,0.600,0.250,0.734,1
2021,Dominican Republic,42,214,0,0,0,0,0,0,0.542,0.611,0.583,0.600,0.250,0.734,1
2022,Dominican Republic,42,214,0,0,0,0,0,0,0.542,0.611,0.583,0.600,0.250,0.734,1
2023,Dominican Republic,42,214,0,0,0,0,0,0,0.542,0.611,0.583,0.600,0.250,0.734,1
1970,Jamaica,51,388,0,0,0,0,0,0,0.377,0.383,0.458,0.400,0.268,0.383,0
1971,Jamaica,51,388,0,0,0,0,0,0,0.377,0.383,0.458,0.400,0.268,0.383,0
1972,Jamaica,51,388,0,0,0,0,0,0,0.377,0.383,0.458,0.400,0.268,0.383,0
1973,Jamaica,51,388,0,0,0,0,0,0,0.377,0.383,0.458,0.400,0.268,0.383,0
1974,Jamaica,51,388,0,0,0,0,0,0,0.377,0.383,0.458,0.400,0.268,0.383,0
1975,Jamaica,51,388,0,0,0,0,0,0,0.377,0.383,0.458,0.400,0.268,0.383,0
1976,Jamaica,51,388,0,0,0,0,0,0,0.377,0.383,0.458,0.400,0.268,0.383,0
1977,Jamaica,51,388,0,0,0,0,0,0,0.377,0.383,0.458,0.400,0.268,0.383,0
1978,Jamaica,51,388,0,0,0,0,0,0,0.377,0.383,0.458,0.400,0.268,0.383,0
1979,Jamaica,51,388,0,0,0,0,0,0,0.377,0.383,0.458,0.400,0.268,0.383,0
1980,Jamaica,51,388,0,0,0,0,0,0,0.377,0.383,0.458,0.400,0.268,0.383,0
1981,Jamaica,51,388,0,0,0,0,0,0,0.377,0.383,0.458,0.400,0.268,0.383,0
1982,Jamaica,51,388,0,0,0,0,0,0,0.377,0.383,0.458,0.400,0.268,0.383,0
1983,Jamaica,51,388,0,0,0,0,0,0,0.377,0.383,0.458,0.400,0.268,0.383,0
1984,Jamaica,51,388,0,0,0,0,0,0,0.377,0.383,0.458,0.400,0.268,0.383,0
1985,Jamaica,51,388,0,0,0,0,0,0,0.377,0.383,0.458,0.400,0.268,0.383,0
1986,Jamaica,51,388,0,0,0,0,0,0,0.377,0.383,0.458,0.400,0.268,0.383,0
1987,Jamaica,51,388,0,0,0,0,0,0,0.377,0.383,0.458,0.400,0.268,0.383,0
1988,Jamaica,51,388,0,0,0,0,0,0,0.377,0.383,0.458,0.400,0.268,0.383,0
1989,Jamaica,51,388,0,0,0,0,0,0,0.377,0.383,0.458,0.400,0.268,0.383,0
1990,Jamaica,51,388,0,0,0,0,0,0,0.377,0.383,0.458,0.400,0.268,0.383,0
1991,Jamaica,51,388,0,0,0,0,0,0,0.377,0.383,0.458,0.400,0.268,0.383,0
1992,Jamaica,51,388,0,0,0,0,0,0,0.377,0.383,0.458,0.400,0.268,0.383,1
1993,Jamaica,51,388,0,0,0,0,0,0,0.377,0.383,0.458,0.400,0.268,0.383,1
1994,Jamaica,51,388,0,0,0,0,0,0,0.377,0.383,0.458,0.400,0.268,0.383,1
1995,Jamaica,51,388,0,0,0,0,0,0,0.377,0.383,0.458,0.400,0.268,0.383,1
1996,Jamaica,51,388,0,0,0,0,0,0,0.377,0.383,0.458,0.400,0.268,0.383,1
1997,Jamaica,51,388,0,0,0,0,0,0,0.377,0.383,0.458,0.400,0.268,0.383,1
1998,Jamaica,51,388,0,0,0,0,0,0,0.377,0.383,0.458,0.400,0.268,0.383,1
1999,Jamaica,51,388,0,0,0,0,0,0,0.377,0.383,0.458,0.400,0.268,0.383,1
2000,Jamaica,51,388,0,0,0,0,0,0,0.377,0.383,0.458,0.400,0.268,0.383,1
2001,Jamaica,51,388,0,0,0,0,0,0,0.377,0.383,0.458,0.400,0.268,0.383,1
2002,Jamaica,51,388,0,0,0,0,0,0,0.377,0.383,0.458,0.400,0.268,0.383,1
2003,Jamaica,51,388,0,0,0,0,0,0,0.377,0.383,0.458,0.400,0.268,0.383,1
2004,Jamaica,51,388,0,0,0,0,0,0,0.377,0.383,0.458,0.400,0.268,0.383,1
2005,Jamaica,51,388,0,0,0,0,0,0,0.377,0.383,0.458,0.400,0.268,0.383,1
2006,Jamaica,51,388,0,0,0,0,0,0,0.377,0.383,0.458,0.400,0.268,0.383,1
2007,Jamaica,51,388,0,0,0,0,0,0,0.377,0.383,0.458,0.400,0.268,0.383,1
2008,Jamaica,51,388,0,0,0,0,0,0,0.377,0.383,0.458,0.400,0.268,0.383,1
2009,Jamaica,51,388,0,0,0,0,0,0,0.377,0.383,0.458,0.400,0.268,0.383,1
2010,Jamaica,51,388,0,0,0,0,0,0,0.377,0.383,0.458,0.400,0.268,0.383,1
2011,Jamaica,51,388,0,0,0,0,0,0,0.377,0.383,0.458,0.400,0.268,0.383,1
2012,Jamaica,51,388,0,0,0,0,0,0,0.377,0.383,0.458,0.400,0.268,0.383,1
2013,Jamaica,51,388,0,0,0,0,0,0,0.377,0.383,0.458,0.400,0.268,0.383,1
2014,Jamaica,51,388,0,1,1,1,0,0,0.424,0.421,0.645,0.400,0.268,0.383,1
2015,Jamaica,51,388,0,0,0,0,0,0,0.424,0.421,0.645,0.400,0.268,0.383,1
2016,Jamaica,51,388,0,0,0,0,0,0,0.424,0.421,0.645,0.400,0.268,0.383,1
2017,Jamaica,51,388,0,0,0,0,0,0,0.424,0.421,0.645,0.400,0.268,0.383,1
2018,Jamaica,51,388,0,0,0,0,0,0,0.424,0.421,0.645,0.400,0.268,0.383,1
2019,Jamaica,51,388,0,0,0,0,0,0,0.424,0.421,0.645,0.400,0.268,0.383,1
2020,Jamaica,51,388,0,1,1,1,0,0,0.552,0.623,0.458,0.800,0.183,0.768,1
2021,Jamaica,51,388,0,0,0,0,0,0,0.552,0.623,0.458,0.800,0.183,0.768,1
2022,Jamaica,51,388,0,0,0,0,0,0,0.552,0.623,0.458,0.800,0.183,0.768,1
2023,Jamaica,51,388,0,0,0,0,0,0,0.552,0.623,0.458,0.800,0.183,0.768,1
1970,Trinidad and Tobago,52,780,0,0,0,0,0,0,0.396,0.431,0.520,0.400,0.183,0.480,0
1971,Trinidad and Tobago,52,780,0,0,0,0,0,0,0.396,0.431,0.520,0.400,0.183,0.480,0
1972,Trinidad and Tobago,52,780,0,0,0,0,0,0,0.396,0.431,0.520,0.400,0.183,0.480,0
1973,Trinidad and Tobago,52,780,0,0,0,0,0,0,0.396,0.431,0.520,0.400,0.183,0.480,0
1974,Trinidad and Tobago,52,780,0,0,0,0,0,0,0.396,0.431,0.520,0.400,0.183,0.480,0
1975,Trinidad and Tobago,52,780,0,0,0,0,0,0,0.396,0.431,0.520,0.400,0.183,0.480,0
1976,Trinidad and Tobago,52,780,0,0,0,0,0,0,0.396,0.431,0.520,0.400,0.183,0.480,0
1977,Trinidad and Tobago,52,780,0,0,0,0,0,0,0.396,0.431,0.520,0.400,0.183,0.480,0
1978,Trinidad and Tobago,52,780,0,0,0,0,0,0,0.396,0.431,0.520,0.400,0.183,0.480,0
1979,Trinidad and Tobago,52,780,0,0,0,0,0,0,0.396,0.431,0.520,0.400,0.183,0.480,0
1980,Trinidad and Tobago,52,780,0,0,0,0,0,0,0.396,0.431,0.520,0.400,0.183,0.480,0
1981,Trinidad and Tobago,52,780,0,0,0,0,0,0,0.396,0.431,0.520,0.400,0.183,0.480,0
1982,Trinidad and Tobago,52,780,0,0,0,0,0,0,0.396,0.431,0.520,0.400,0.183,0.480,0
1983,Trinidad and Tobago,52,780,0,0,0,0,0,0,0.396,0.431,0.520,0.400,0.183,0.480,0
1984,Trinidad and Tobago,52,780,0,0,0,0,0,0,0.396,0.431,0.520,0.400,0.183,0.480,0
1985,Trinidad and Tobago,52,780,0,0,0,0,0,0,0.396,0.431,0.520,0.400,0.183,0.480,0
1986,Trinidad and Tobago,52,780,0,0,0,0,0,0,0.396,0.431,0.520,0.400,0.183,0.480,0
1987,Trinidad and Tobago,52,780,0,0,0,0,0,0,0.396,0.431,0.520,0.400,0.183,0.480,0
1988,Trinidad and Tobago,52,780,0,0,0,0,0,0,0.396,0.431,0.520,0.400,0.183,0.480,0
1989,Trinidad and Tobago,52,780,0,0,0,0,0,0,0.396,0.431,0.520,0.400,0.183,0.480,0
1990,Trinidad and Tobago,52,780,0,0,0,0,0,0,0.396,0.431,0.520,0.400,0.183,0.480,0
1991,Trinidad and Tobago,52,780,0,0,0,0,0,0,0.396,0.431,0.520,0.400,0.183,0.480,0
1992,Trinidad and Tobago,52,780,0,0,0,0,0,0,0.396,0.431,0.520,0.400,0.183,0.480,1
1993,Trinidad and Tobago,52,780,0,0,0,0,0,0,0.396,0.431,0.520,0.400,0.183,0.480,1
1994,Trinidad and Tobago,52,780,0,0,0,0,0,0,0.396,0.431,0.520,0.400,0.183,0.480,1
1995,Trinidad and Tobago,52,780,0,1,1,1,0,0,0.411,0.444,0.583,0.400,0.183,0.480,1
1996,Trinidad and Tobago,52,780,0,0,0,0,0,0,0.411,0.444,0.583,0.400,0.183,0.480,1
1997,Trinidad and Tobago,52,780,0,0,0,0,0,0,0.411,0.444,0.583,0.400,0.183,0.480,1
1998,Trinidad and Tobago,52,780,0,0,0,0,0,0,0.411,0.444,0.583,0.400,0.183,0.480,1
1999,Trinidad and Tobago,52,780,0,0,0,0,0,0,0.411,0.444,0.583,0.400,0.183,0.480,1
2000,Trinidad and Tobago,52,780,0,0,0,0,0,0,0.411,0.444,0.583,0.400,0.183,0.480,1
2001,Trinidad and Tobago,52,780,0,0,0,0,0,0,0.411,0.444,0.583,0.400,0.183,0.480,1
2002,Trinidad and Tobago,52,780,0,0,0,0,0,0,0.411,0.444,0.583,0.400,0.183,0.480,1
2003,Trinidad and Tobago,52,780,0,0,0,0,0,0,0.411,0.444,0.583,0.400,0.183,0.480,1
2004,Trinidad and Tobago,52,780,0,0,0,0,0,0,0.411,0.444,0.583,0.400,0.183,0.480,1
2005,Trinidad and Tobago,52,780,0,0,0,0,0,0,0.411,0.444,0.583,0.400,0.183,0.480,1
2006,Trinidad and Tobago,52,780,0,0,0,0,0,0,0.411,0.444,0.583,0.400,0.183,0.480,1
2007,Trinidad and Tobago,52,780,0,0,0,0,0,0,0.411,0.444,0.583,0.400,0.183,0.480,1
2008,Trinidad and Tobago,52,780,0,0,0,0,0,0,0.411,0.444,0.583,0.400,0.183,0.480,1
2009,Trinidad and Tobago,52,780,0,0,0,0,0,0,0.411,0.444,0.583,0.400,0.183,0.480,1
2010,Trinidad and Tobago,52,780,0,0,0,0,0,0,0.411,0.444,0.583,0.400,0.183,0.480,1
2011,Trinidad and Tobago,52,780,0,0,0,0,0,0,0.411,0.444,0.583,0.400,0.183,0.480,1
2012,Trinidad and Tobago,52,780,0,0,0,0,0,0,0.411,0.444,0.583,0.400,0.183,0.480,1
2013,Trinidad and Tobago,52,780,0,0,0,0,0,0,0.411,0.444,0.583,0.400,0.183,0.480,1
2014,Trinidad and Tobago,52,780,0,0,0,0,0,0,0.411,0.444,0.583,0.400,0.183,0.480,1
2015,Trinidad and Tobago,52,780,0,0,0,0,0,0,0.411,0.444,0.583,0.400,0.183,0.480,1
2016,Trinidad and Tobago,52,780,0,0,0,0,0,0,0.411,0.444,0.583,0.400,0.183,0.480,1
2017,Trinidad and Tobago,52,780,0,0,0,0,0,0,0.411,0.444,0.583,0.400,0.183,0.480,1
2018,Trinidad and Tobago,52,780,0,0,0,0,0,0,0.411,0.444,0.583,0.400,0.183,0.480,1
2019,Trinidad and Tobago,52,780,0,0,0,0,0,0,0.411,0.444,0.583,0.400,0.183,0.480,1
2020,Trinidad and Tobago,52,780,0,0,0,0,0,0,0.411,0.444,0.583,0.400,0.183,0.480,1
2021,Trinidad and Tobago,52,780,0,0,0,0,0,0,0.411,0.444,0.583,0.400,0.183,0.480,1
2022,Trinidad and Tobago,52,780,0,0,0,0,0,0,0.411,0.444,0.583,0.400,0.183,0.480,1
2023,Trinidad and Tobago,52,780,0,0,0,0,0,0,0.411,0.444,0.583,0.400,0.183,0.480,1
1972,Barbados,53,52,0,1,1,1,0,0,0.415,0.386,0.333,0.800,0.183,0.344,0
1973,Barbados,53,52,0,0,0,0,0,0,0.415,0.386,0.333,0.800,0.183,0.344,0
1974,Barbados,53,52,0,0,0,0,0,0,0.415,0.386,0.333,0.800,0.183,0.344,0
1975,Barbados,53,52,0,0,0,0,0,0,0.415,0.386,0.333,0.800,0.183,0.344,0
1976,Barbados,53,52,0,0,0,0,0,0,0.415,0.386,0.333,0.800,0.183,0.344,0
1977,Barbados,53,52,0,0,0,0,0,0,0.415,0.386,0.333,0.800,0.183,0.344,0
1978,Barbados,53,52,0,0,0,0,0,0,0.415,0.386,0.333,0.800,0.183,0.344,0
1979,Barbados,53,52,0,0,0,0,0,0,0.415,0.386,0.333,0.800,0.183,0.344,0
1980,Barbados,53,52,0,0,0,0,0,0,0.415,0.386,0.333,0.800,0.183,0.344,0
1981,Barbados,53,52,0,0,0,0,0,0,0.415,0.386,0.333,0.800,0.183,0.344,0
1982,Barbados,53,52,0,0,0,0,0,0,0.415,0.386,0.333,0.800,0.183,0.344,0
1983,Barbados,53,52,0,0,0,0,0,0,0.415,0.386,0.333,0.800,0.183,0.344,0
1984,Barbados,53,52,0,0,0,0,0,0,0.415,0.386,0.333,0.800,0.183,0.344,0
1985,Barbados,53,52,0,0,0,0,0,0,0.415,0.386,0.333,0.800,0.183,0.344,0
1986,Barbados,53,52,0,0,0,0,0,0,0.415,0.386,0.333,0.800,0.183,0.344,0
1987,Barbados,53,52,0,0,0,0,0,0,0.415,0.386,0.333,0.800,0.183,0.344,0
1988,Barbados,53,52,0,0,0,0,0,0,0.415,0.386,0.333,0.800,0.183,0.344,0
1989,Barbados,53,52,0,0,0,0,0,0,0.415,0.386,0.333,0.800,0.183,0.344,0
1990,Barbados,53,52,0,0,0,0,0,0,0.415,0.386,0.333,0.800,0.183,0.344,0
1991,Barbados,53,52,0,0,0,0,0,0,0.415,0.386,0.333,0.800,0.183,0.344,0
1992,Barbados,53,52,0,0,0,0,0,0,0.415,0.386,0.333,0.800,0.183,0.344,1
1993,Barbados,53,52,0,0,0,0,0,0,0.415,0.386,0.333,0.800,0.183,0.344,1
1994,Barbados,53,52,0,0,0,0,0,0,0.415,0.386,0.333,0.800,0.183,0.344,1
1995,Barbados,53,52,0,0,0,0,0,0,0.415,0.386,0.333,0.800,0.183,0.344,1
1996,Barbados,53,52,0,0,0,0,0,0,0.415,0.386,0.333,0.800,0.183,0.344,1
1997,Barbados,53,52,0,0,0,0,0,0,0.415,0.386,0.333,0.800,0.183,0.344,1
1998,Barbados,53,52,0,1,1,1,0,0,0.471,0.413,0.458,0.600,0.518,0.308,1
1999,Barbados,53,52,0,0,0,0,0,0,0.471,0.413,0.458,0.600,0.518,0.308,1
2000,Barbados,53,52,0,0,0,0,0,0,0.471,0.413,0.458,0.600,0.518,0.308,1
2001,Barbados,53,52,0,0,0,0,0,0,0.471,0.413,0.458,0.600,0.518,0.308,1
2002,Barbados,53,52,0,0,0,0,0,0,0.471,0.413,0.458,0.600,0.518,0.308,1
2003,Barbados,53,52,0,0,0,0,0,0,0.471,0.413,0.458,0.600,0.518,0.308,1
2004,Barbados,53,52,0,0,0,0,0,0,0.471,0.413,0.458,0.600,0.518,0.308,1
2005,Barbados,53,52,0,0,0,0,0,0,0.471,0.413,0.458,0.600,0.518,0.308,1
2006,Barbados,53,52,0,0,0,0,0,0,0.471,0.413,0.458,0.600,0.518,0.308,1
2007,Barbados,53,52,0,0,0,0,0,0,0.471,0.413,0.458,0.600,0.518,0.308,1
2008,Barbados,53,52,0,0,0,0,0,0,0.471,0.413,0.458,0.600,0.518,0.308,1
2009,Barbados,53,52,0,0,0,0,0,0,0.471,0.413,0.458,0.600,0.518,0.308,1
2010,Barbados,53,52,0,0,0,0,0,0,0.471,0.413,0.458,0.600,0.518,0.308,1
2011,Barbados,53,52,0,0,0,0,0,0,0.471,0.413,0.458,0.600,0.518,0.308,1
2012,Barbados,53,52,0,0,0,0,0,0,0.471,0.413,0.458,0.600,0.518,0.308,1
2013,Barbados,53,52,0,0,0,0,0,0,0.471,0.413,0.458,0.600,0.518,0.308,1
2014,Barbados,53,52,0,0,0,0,0,0,0.471,0.413,0.458,0.600,0.518,0.308,1
2015,Barbados,53,52,0,0,0,0,0,0,0.471,0.413,0.458,0.600,0.518,0.308,1
2016,Barbados,53,52,0,0,0,0,0,0,0.471,0.413,0.458,0.600,0.518,0.308,1
2017,Barbados,53,52,0,0,0,0,0,0,0.471,0.413,0.458,0.600,0.518,0.308,1
2018,Barbados,53,52,0,0,0,0,0,0,0.471,0.413,0.458,0.600,0.518,0.308,1
2019,Barbados,53,52,0,0,0,0,0,0,0.471,0.413,0.458,0.600,0.518,0.308,1
2020,Barbados,53,52,0,1,1,1,0,0,0.737,0.715,0.895,0.800,0.600,0.651,1
2021,Barbados,53,52,0,0,0,0,0,0,0.737,0.715,0.895,0.800,0.600,0.651,1
2022,Barbados,53,52,0,0,0,0,0,0,0.737,0.715,0.895,0.800,0.600,0.651,1
2023,Barbados,53,52,0,0,0,0,0,0,0.737,0.715,0.895,0.800,0.600,0.651,1
1983,Dominica,54,212,1,1,1,1,0,1,0.633,0.642,0.833,0.600,0.468,0.632,0
1984,Dominica,54,212,0,0,0,0,0,1,0.633,0.642,0.833,0.600,0.468,0.632,0
1985,Dominica,54,212,0,0,0,0,0,1,0.633,0.642,0.833,0.600,0.468,0.632,0
1986,Dominica,54,212,0,0,0,0,0,1,0.633,0.642,0.833,0.600,0.468,0.632,0
1987,Dominica,54,212,0,0,0,0,0,1,0.633,0.642,0.833,0.600,0.468,0.632,0
1988,Dominica,54,212,0,0,0,0,0,1,0.633,0.642,0.833,0.600,0.468,0.632,0
1989,Dominica,54,212,0,0,0,0,0,1,0.633,0.642,0.833,0.600,0.468,0.632,0
1990,Dominica,54,212,0,0,0,0,0,1,0.633,0.642,0.833,0.600,0.468,0.632,0
1991,Dominica,54,212,0,0,0,0,0,1,0.633,0.642,0.833,0.600,0.468,0.632,0
1992,Dominica,54,212,0,0,0,0,0,1,0.633,0.642,0.833,0.600,0.468,0.632,1
1993,Dominica,54,212,0,0,0,0,0,1,0.633,0.642,0.833,0.600,0.468,0.632,1
1994,Dominica,54,212,0,0,0,0,0,1,0.633,0.642,0.833,0.600,0.468,0.632,1
1995,Dominica,54,212,0,0,0,0,0,1,0.633,0.642,0.833,0.600,0.468,0.632,1
1996,Dominica,54,212,0,0,0,0,0,1,0.633,0.642,0.833,0.600,0.468,0.632,1
1997,Dominica,54,212,0,0,0,0,0,1,0.633,0.642,0.833,0.600,0.468,0.632,1
1998,Dominica,54,212,0,0,0,0,0,1,0.633,0.642,0.833,0.600,0.468,0.632,1
1999,Dominica,54,212,0,0,0,0,0,1,0.633,0.642,0.833,0.600,0.468,0.632,1
2000,Dominica,54,212,0,0,0,0,0,1,0.633,0.642,0.833,0.600,0.468,0.632,1
2001,Dominica,54,212,0,0,0,0,0,1,0.633,0.642,0.833,0.600,0.468,0.632,1
2002,Dominica,54,212,0,0,0,0,0,1,0.633,0.642,0.833,0.600,0.468,0.632,1
2003,Dominica,54,212,0,0,0,0,0,1,0.633,0.642,0.833,0.600,0.468,0.632,1
2004,Dominica,54,212,0,0,0,0,0,1,0.633,0.642,0.833,0.600,0.468,0.632,1
2005,Dominica,54,212,0,0,0,0,0,1,0.633,0.642,0.833,0.600,0.468,0.632,1
2006,Dominica,54,212,0,0,0,0,0,1,0.633,0.642,0.833,0.600,0.468,0.632,1
2007,Dominica,54,212,0,0,0,0,0,1,0.633,0.642,0.833,0.600,0.468,0.632,1
2008,Dominica,54,212,0,0,0,0,0,1,0.633,0.642,0.833,0.600,0.468,0.632,1
2009,Dominica,54,212,0,0,0,0,0,1,0.633,0.642,0.833,0.600,0.468,0.632,1
2010,Dominica,54,212,0,0,0,0,0,1,0.633,0.642,0.833,0.600,0.468,0.632,1
2011,Dominica,54,212,0,0,0,0,0,1,0.633,0.642,0.833,0.600,0.468,0.632,1
2012,Dominica,54,212,0,0,0,0,0,1,0.633,0.642,0.833,0.600,0.468,0.632,1
2013,Dominica,54,212,0,0,0,0,0,1,0.633,0.642,0.833,0.600,0.468,0.632,1
2014,Dominica,54,212,0,0,0,0,0,1,0.633,0.642,0.833,0.600,0.468,0.632,1
2015,Dominica,54,212,0,0,0,0,0,1,0.633,0.642,0.833,0.600,0.468,0.632,1
2016,Dominica,54,212,0,0,0,0,0,1,0.633,0.642,0.833,0.600,0.468,0.632,1
2017,Dominica,54,212,0,0,0,0,0,1,0.633,0.642,0.833,0.600,0.468,0.632,1
2018,Dominica,54,212,0,0,0,0,0,1,0.633,0.642,0.833,0.600,0.468,0.632,1
2019,Dominica,54,212,0,0,0,0,0,1,0.633,0.642,0.833,0.600,0.468,0.632,1
2020,Dominica,54,212,0,0,0,0,0,1,0.633,0.642,0.833,0.600,0.468,0.632,1
2021,Dominica,54,212,0,0,0,0,0,1,0.633,0.642,0.833,0.600,0.468,0.632,1
2022,Dominica,54,212,0,0,0,0,0,1,0.633,0.642,0.833,0.600,0.468,0.632,1
2023,Dominica,54,212,0,0,0,0,0,1,0.633,0.642,0.833,0.600,0.468,0.632,1
1983,Grenada,55,308,0,1,1,1,0,1,0.633,0.642,0.833,0.600,0.468,0.632,0
1984,Grenada,55,308,0,0,0,0,0,1,0.633,0.642,0.833,0.600,0.468,0.632,0
1985,Grenada,55,308,0,0,0,0,0,1,0.633,0.642,0.833,0.600,0.468,0.632,0
1986,Grenada,55,308,0,0,0,0,0,1,0.633,0.642,0.833,0.600,0.468,0.632,0
1987,Grenada,55,308,0,0,0,0,0,1,0.633,0.642,0.833,0.600,0.468,0.632,0
1988,Grenada,55,308,0,0,0,0,0,1,0.633,0.642,0.833,0.600,0.468,0.632,0
1989,Grenada,55,308,0,0,0,0,0,1,0.633,0.642,0.833,0.600,0.468,0.632,0
1990,Grenada,55,308,0,0,0,0,0,1,0.633,0.642,0.833,0.600,0.468,0.632,0
1991,Grenada,55,308,0,0,0,0,0,1,0.633,0.642,0.833,0.600,0.468,0.632,0
1992,Grenada,55,308,0,0,0,0,0,1,0.633,0.642,0.833,0.600,0.468,0.632,1
1993,Grenada,55,308,0,0,0,0,0,1,0.633,0.642,0.833,0.600,0.468,0.632,1
1994,Grenada,55,308,0,0,0,0,0,1,0.633,0.642,0.833,0.600,0.468,0.632,1
1995,Grenada,55,308,0,0,0,0,0,1,0.633,0.642,0.833,0.600,0.468,0.632,1
1996,Grenada,55,308,0,0,0,0,0,1,0.633,0.642,0.833,0.600,0.468,0.632,1
1997,Grenada,55,308,0,0,0,0,0,1,0.633,0.642,0.833,0.600,0.468,0.632,1
1998,Grenada,55,308,0,0,0,0,0,1,0.633,0.642,0.833,0.600,0.468,0.632,1
1999,Grenada,55,308,0,0,0,0,0,1,0.633,0.642,0.833,0.600,0.468,0.632,1
2000,Grenada,55,308,0,0,0,0,0,1,0.633,0.642,0.833,0.600,0.468,0.632,1
2001,Grenada,55,308,0,0,0,0,0,1,0.633,0.642,0.833,0.600,0.468,0.632,1
2002,Grenada,55,308,0,0,0,0,0,1,0.633,0.642,0.833,0.600,0.468,0.632,1
2003,Grenada,55,308,0,0,0,0,0,1,0.633,0.642,0.833,0.600,0.468,0.632,1
2004,Grenada,55,308,0,0,0,0,0,1,0.633,0.642,0.833,0.600,0.468,0.632,1
2005,Grenada,55,308,0,0,0,0,0,1,0.633,0.642,0.833,0.600,0.468,0.632,1
2006,Grenada,55,308,0,0,0,0,0,1,0.633,0.642,0.833,0.600,0.468,0.632,1
2007,Grenada,55,308,0,0,0,0,0,1,0.633,0.642,0.833,0.600,0.468,0.632,1
2008,Grenada,55,308,0,0,0,0,0,1,0.633,0.642,0.833,0.600,0.468,0.632,1
2009,Grenada,55,308,0,0,0,0,0,1,0.633,0.642,0.833,0.600,0.468,0.632,1
2010,Grenada,55,308,0,0,0,0,0,1,0.633,0.642,0.833,0.600,0.468,0.632,1
2011,Grenada,55,308,0,0,0,0,0,1,0.633,0.642,0.833,0.600,0.468,0.632,1
2012,Grenada,55,308,0,0,0,0,0,1,0.633,0.642,0.833,0.600,0.468,0.632,1
2013,Grenada,55,308,0,0,0,0,0,1,0.633,0.642,0.833,0.600,0.468,0.632,1
2014,Grenada,55,308,0,0,0,0,0,1,0.633,0.642,0.833,0.600,0.468,0.632,1
2015,Grenada,55,308,0,0,0,0,0,1,0.633,0.642,0.833,0.600,0.468,0.632,1
2016,Grenada,55,308,0,0,0,0,0,1,0.633,0.642,0.833,0.600,0.468,0.632,1
2017,Grenada,55,308,0,0,0,0,0,1,0.633,0.642,0.833,0.600,0.468,0.632,1
2018,Grenada,55,308,0,0,0,0,0,1,0.633,0.642,0.833,0.600,0.468,0.632,1
2019,Grenada,55,308,0,0,0,0,0,1,0.633,0.642,0.833,0.600,0.468,0.632,1
2020,Grenada,55,308,0,0,0,0,0,1,0.633,0.642,0.833,0.600,0.468,0.632,1
2021,Grenada,55,308,0,0,0,0,0,1,0.633,0.642,0.833,0.600,0.468,0.632,1
